group,groupLabel,variable,variableLabel,variablePage
VG56F1,OCTOBER: ACCOUNTING VARIABLES,V1105,OCT: CARD 3 P/T,281
VG57F1,OCTOBER: NUMBER OF UNFOUNDED OFFENSES,V1106,OCT: UNFOUNDED MURDER,282
VG57F1,OCTOBER: NUMBER OF UNFOUNDED OFFENSES,V1107,OCT: UNFOUNDED MANSLGHT,282
VG57F1,OCTOBER: NUMBER OF UNFOUNDED OFFENSES,V1108,OCT: UNFOUNDED RAPE TOT,282
VG57F1,OCTOBER: NUMBER OF UNFOUNDED OFFENSES,V1109,OCT: UNFOUNDED FORC RAP,282
VG57F1,OCTOBER: NUMBER OF UNFOUNDED OFFENSES,V1110,OCT: UNFOUND ATMPTD RAP,282
VG57F1,OCTOBER: NUMBER OF UNFOUNDED OFFENSES,V1111,OCT: UNFOUND ROBBRY TOT,283
VG57F1,OCTOBER: NUMBER OF UNFOUNDED OFFENSES,V1112,OCT: UNFOUND GUN ROBBER,283
VG57F1,OCTOBER: NUMBER OF UNFOUNDED OFFENSES,V1113,OCT: UNFOUNDED KNIFE RO,283
VG57F1,OCTOBER: NUMBER OF UNFOUNDED OFFENSES,V1114,OCT: UNFND OTHR WEAP RO,283
VG57F1,OCTOBER: NUMBER OF UNFOUNDED OFFENSES,V1115,OCT: UNFND STRNG-ARM RO,283
VG57F1,OCTOBER: NUMBER OF UNFOUNDED OFFENSES,V1116,OCT: UNFOUND ASSLT TOTA,284
VG57F1,OCTOBER: NUMBER OF UNFOUNDED OFFENSES,V1117,OCT: UNFOUND GUN ASSLT,284
VG57F1,OCTOBER: NUMBER OF UNFOUNDED OFFENSES,V1118,OCT: UNFOUND KNIFE ASSL,284
VG57F1,OCTOBER: NUMBER OF UNFOUNDED OFFENSES,V1119,OCT: UNFND OTH WPN ASLT,284
VG57F1,OCTOBER: NUMBER OF UNFOUNDED OFFENSES,V1120,OCT: UNFND HND/FEET ASL,284
VG57F1,OCTOBER: NUMBER OF UNFOUNDED OFFENSES,V1121,OCT: UNFND SIMPL ASSAUL,285
VG57F1,OCTOBER: NUMBER OF UNFOUNDED OFFENSES,V1122,OCT: UNFOUND BURG TOTAL,285
VG57F1,OCTOBER: NUMBER OF UNFOUNDED OFFENSES,V1123,OCT: UNFOUND FORCE ENTR,285
VG57F1,OCTOBER: NUMBER OF UNFOUNDED OFFENSES,V1124,OCT: UNFND ENTRY-NO FOR,285
VG57F1,OCTOBER: NUMBER OF UNFOUNDED OFFENSES,V1125,OCT: UNFND ATT BURGLARY,285
VG57F1,OCTOBER: NUMBER OF UNFOUNDED OFFENSES,V1126,OCT: UNFOUND LARCNY TOT,285
VG57F1,OCTOBER: NUMBER OF UNFOUNDED OFFENSES,V1127,OCT: UF TOT MTR VHC THF,286
VG57F1,OCTOBER: NUMBER OF UNFOUNDED OFFENSES,V1128,OCT: UNFOUND AUTO THEFT,286
VG57F1,OCTOBER: NUMBER OF UNFOUNDED OFFENSES,V1129,OCT: UF TRUCK/BUS THEFT,286
VG57F1,OCTOBER: NUMBER OF UNFOUNDED OFFENSES,V1130,OCT: UNFND OTH VHC THEF,286
VG57F1,OCTOBER: NUMBER OF UNFOUNDED OFFENSES,V1131,OCT: UNFOUND ALL FIELDS,286
VG58F1,OCTOBER: NUMBER OF ACTUAL OFFENSES,V1132,OCT: ACT NUM MURDER,287
VG58F1,OCTOBER: NUMBER OF ACTUAL OFFENSES,V1133,OCT: ACT NUM MANSLGHTR,287
VG58F1,OCTOBER: NUMBER OF ACTUAL OFFENSES,V1134,OCT: ACT NUM RAPE TOTL,287
VG58F1,OCTOBER: NUMBER OF ACTUAL OFFENSES,V1135,OCT: ACT NUM FORC RAPE,287
VG58F1,OCTOBER: NUMBER OF ACTUAL OFFENSES,V1136,OCT: ACT NUM ATMPTD RAP,287
VG58F1,OCTOBER: NUMBER OF ACTUAL OFFENSES,V1137,OCT: ACT NUM ROBBRY TOT,288
VG58F1,OCTOBER: NUMBER OF ACTUAL OFFENSES,V1138,OCT: ACT NUM GUN ROBBER,288
VG58F1,OCTOBER: NUMBER OF ACTUAL OFFENSES,V1139,OCT: ACT NUM KNIFE ROBR,288
VG58F1,OCTOBER: NUMBER OF ACTUAL OFFENSES,V1140,OCT: ACT NUM OTH WPN RO,288
VG58F1,OCTOBER: NUMBER OF ACTUAL OFFENSES,V1141,OCT: ACT NUM STR ARM RO,288
VG58F1,OCTOBER: NUMBER OF ACTUAL OFFENSES,V1142,OCT: ACT NUM ASSLT TOTA,289
VG58F1,OCTOBER: NUMBER OF ACTUAL OFFENSES,V1143,OCT: ACT NUM GUN ASSAUL,289
VG58F1,OCTOBER: NUMBER OF ACTUAL OFFENSES,V1144,OCT: ACT NUM KNIFE ASSL,289
VG58F1,OCTOBER: NUMBER OF ACTUAL OFFENSES,V1145,OCT: ACT # OTH WPN ASSL,289
VG58F1,OCTOBER: NUMBER OF ACTUAL OFFENSES,V1146,OCT: ACT # HND/FEET ASL,289
VG58F1,OCTOBER: NUMBER OF ACTUAL OFFENSES,V1147,OCT: ACT # SIMPLE ASSLT,290
VG58F1,OCTOBER: NUMBER OF ACTUAL OFFENSES,V1148,OCT: ACT # BURGLARY TOT,290
VG58F1,OCTOBER: NUMBER OF ACTUAL OFFENSES,V1149,OCT: ACT # FORCE ENTRY,290
VG58F1,OCTOBER: NUMBER OF ACTUAL OFFENSES,V1150,OCT: ACT # ENTRY-NO FOR,290
VG58F1,OCTOBER: NUMBER OF ACTUAL OFFENSES,V1151,OCT: ACT # ATT BURGLARY,290
VG58F1,OCTOBER: NUMBER OF ACTUAL OFFENSES,V1152,OCT: ACT # LARCENY TOTA,291
VG58F1,OCTOBER: NUMBER OF ACTUAL OFFENSES,V1153,OCT: ACT # VHC THEFT TO,291
VG58F1,OCTOBER: NUMBER OF ACTUAL OFFENSES,V1154,OCT: ACT # AUTO THEFT,291
VG58F1,OCTOBER: NUMBER OF ACTUAL OFFENSES,V1155,OCT: ACT # TRCK/BUS THF,291
VG58F1,OCTOBER: NUMBER OF ACTUAL OFFENSES,V1156,OCT: ACT # OTH VHC THEF,291
VG58F1,OCTOBER: NUMBER OF ACTUAL OFFENSES,V1157,OCT: ACT # ALL FIELDS,292
VG59F1,OCTOBER: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V1158,OCT: TOT CLR MURDER,292
VG59F1,OCTOBER: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V1159,OCT: TOT CLR MANSLGHTR,292
VG59F1,OCTOBER: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V1160,OCT: TOT CLR RAPE TOTAL,292
VG59F1,OCTOBER: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V1161,OCT: TOT CLR FORC RAPE,292
VG59F1,OCTOBER: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V1162,OCT: TOT CLR ATMPTD RAP,293
VG59F1,OCTOBER: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V1163,OCT: TOT CLR TOTL ROBER,293
VG59F1,OCTOBER: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V1164,OCT: TOT CLR GUN ROBBER,293
VG59F1,OCTOBER: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V1165,OCT: TOT CLR KNIFE ROBR,293
VG59F1,OCTOBER: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V1166,OCT: TOT CLR OTH WPN RO,293
VG59F1,OCTOBER: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V1167,OCT: TOT CLR STR ARM RO,293
VG59F1,OCTOBER: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V1168,OCT: TOT CLR ASSLT TOTA,294
VG59F1,OCTOBER: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V1169,OCT: TOT CLR GUN ASSAUL,294
VG59F1,OCTOBER: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V1170,OCT: TOT CLR KNIFE ASSL,294
VG59F1,OCTOBER: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V1171,OCT: TOT CLR OTH WPN ASL,294
VG59F1,OCTOBER: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V1172,OCT: TOT CLR HND/FT ASL,294
VG59F1,OCTOBER: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V1173,OCT: TOT CLR SIMPLE ASL,295
VG59F1,OCTOBER: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V1174,OCT: TOT CLR BRGLRY TOT,295
VG59F1,OCTOBER: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V1175,OCT: TOT CLR FORC ENTRY,295
VG59F1,OCTOBER: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V1176,OCT: TOT CLR ENTR-NO FR,295
VG59F1,OCTOBER: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V1177,OCT: TOT CLR ATT BURGLR,295
VG59F1,OCTOBER: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V1178,OCT: TOT CLR LARCNY TOT,296
VG59F1,OCTOBER: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V1179,OCT: TOT CLR VHC THFT TO,296
VG59F1,OCTOBER: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V1180,OCT: TOT CLR AUTO THEFT,296
VG59F1,OCTOBER: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V1181,OCT: TOT CLR TRCK/BS THF,296
VG59F1,OCTOBER: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V1182,OCT: TOT CLR OTH VHC THF,296
VG59F1,OCTOBER: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V1183,OCT: TOT CLR ALL FIELDS,297
VG60F1,OCTOBER: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V1184,OCT: CLR<18 MURDER,297
VG60F1,OCTOBER: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V1185,OCT: CLR<18 MANSLGHTR,297
VG60F1,OCTOBER: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V1186,OCT: CLR<18 RAPE TOTAL,297
VG60F1,OCTOBER: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V1187,OCT: CLR<18 FORCE RAPE,297
VG60F1,OCTOBER: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V1188,OCT: CLR<18 ATTMPTD RAP,298
VG60F1,OCTOBER: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V1189,OCT: CLR<18 ROBBERY TOT,298
VG60F1,OCTOBER: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V1190,OCT: CLR<18 GUN ROBBERY,298
VG60F1,OCTOBER: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V1191,OCT: CLR<18 KNIFE ROBBR,298
VG60F1,OCTOBER: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V1192,OCT: CLR<18 OTH WPN RBR,298
VG60F1,OCTOBER: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V1193,OCT: CLR<18 STR ARM ROB,299
VG60F1,OCTOBER: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V1194,OCT: CLR<18 ASSLT TOTAL,299
VG60F1,OCTOBER: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V1195,OCT: CLR<18 GUN ASSAULT,299
VG60F1,OCTOBER: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V1196,OCT: CLR<18 KNIFE ASSLT,299
VG60F1,OCTOBER: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V1197,OCT: CLR<18 OTH WPN ASL,299
VG60F1,OCTOBER: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V1198,OCT: CLR<18 HND/FT ASSL,300
VG60F1,OCTOBER: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V1199,OCT: CLR<18 SIMPLE ASSL,300
VG60F1,OCTOBER: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V1200,OCT: CLR<18 BURGLRY TOT,300
VG60F1,OCTOBER: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V1201,OCT: CLR<18 FORC ENTRY,300
VG60F1,OCTOBER: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V1202,OCT: CLR<18 ENTR-NO FOR,301
VG60F1,OCTOBER: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V1203,OCT: CLR<18 ATT BURGLAR,301
VG60F1,OCTOBER: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V1204,OCT: CLR<18 LARCENY TOT,301
VG60F1,OCTOBER: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V1205,OCT: CLR<18 VHC THFT TO,301
VG60F1,OCTOBER: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V1206,OCT: CLR<18 AUTO THEFT,301
VG60F1,OCTOBER: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V1207,OCT: CLR<18 TRCK/BS THF,302
VG60F1,OCTOBER: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V1208,OCT: CLR<18 OTH VHC THF,302
VG60F1,OCTOBER: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V1209,OCT: CLR<18 ALL FIELDS,302
VG61F1,OCTOBER: NUMBER OF OFFICERS KILLED OR ASSAULTED,V1210,OCT: OFFICRS KILL BY FE,302
VG61F1,OCTOBER: NUMBER OF OFFICERS KILLED OR ASSAULTED,V1211,OCT: OFFICRS KILL BY AC,302
VG61F1,OCTOBER: NUMBER OF OFFICERS KILLED OR ASSAULTED,V1212,OCT: OFFICERS ASSAULTED,303
VG62F1,NOVEMBER: ACCOUNTING VARIABLES,V1213,NOV: MONTH INCLUDED IN,303
VG62F1,NOVEMBER: ACCOUNTING VARIABLES,V1214,NOV: LAST UPDATE,303
VG62F1,NOVEMBER: ACCOUNTING VARIABLES,V1215,NOV: CARD 0 TYPE,304
VG62F1,NOVEMBER: ACCOUNTING VARIABLES,V1216,NOV: CARD 1 TYPE,304
VG62F1,NOVEMBER: ACCOUNTING VARIABLES,V1217,NOV: CARD 2 TYPE,304
VG62F1,NOVEMBER: ACCOUNTING VARIABLES,V1218,NOV: CARD 3 TYPE,304
VG62F1,NOVEMBER: ACCOUNTING VARIABLES,V1219,NOV: CARD 4 TYPE,305
VG62F1,NOVEMBER: ACCOUNTING VARIABLES,V1220,NOV: CARD 0 P/T,305
VG62F1,NOVEMBER: ACCOUNTING VARIABLES,V1221,NOV: CARD 1 P/T,305
VG62F1,NOVEMBER: ACCOUNTING VARIABLES,V1222,NOV: CARD 2 P/T,305
VG62F1,NOVEMBER: ACCOUNTING VARIABLES,V1223,NOV: CARD 3 P/T,306
VG63F1,NOVEMBER: NUMBER OF UNFOUNDED OFFENSES,V1224,NOV: UNFOUNDED MURDER,306
VG63F1,NOVEMBER: NUMBER OF UNFOUNDED OFFENSES,V1225,NOV: UNFOUNDED MANSLGHT,306
VG63F1,NOVEMBER: NUMBER OF UNFOUNDED OFFENSES,V1226,NOV: UNFOUNDED RAPE TOT,306
VG63F1,NOVEMBER: NUMBER OF UNFOUNDED OFFENSES,V1227,NOV: UNFOUNDED FORC RAP,306
VG63F1,NOVEMBER: NUMBER OF UNFOUNDED OFFENSES,V1228,NOV: UNFOUND ATMPTD RAP,307
VG63F1,NOVEMBER: NUMBER OF UNFOUNDED OFFENSES,V1229,NOV: UNFOUND ROBBRY TOT,307
VG63F1,NOVEMBER: NUMBER OF UNFOUNDED OFFENSES,V1230,NOV: UNFOUND GUN ROBBER,307
VG63F1,NOVEMBER: NUMBER OF UNFOUNDED OFFENSES,V1231,NOV: UNFOUNDED KNIFE RO,307
VG63F1,NOVEMBER: NUMBER OF UNFOUNDED OFFENSES,V1232,NOV: UNFND OTHR WEAP RO,307
VG63F1,NOVEMBER: NUMBER OF UNFOUNDED OFFENSES,V1233,NOV: UNFND STRNG-ARM RO,308
VG63F1,NOVEMBER: NUMBER OF UNFOUNDED OFFENSES,V1234,NOV: UNFOUND ASSLT TOTA,308
VG63F1,NOVEMBER: NUMBER OF UNFOUNDED OFFENSES,V1235,NOV: UNFOUND GUN ASSLT,308
VG63F1,NOVEMBER: NUMBER OF UNFOUNDED OFFENSES,V1236,NOV: UNFOUND KNIFE ASSL,308
VG63F1,NOVEMBER: NUMBER OF UNFOUNDED OFFENSES,V1237,NOV: UNFND OTH WPN ASLT,308
VG63F1,NOVEMBER: NUMBER OF UNFOUNDED OFFENSES,V1238,NOV: UNFND HND/FEET ASL,309
VG63F1,NOVEMBER: NUMBER OF UNFOUNDED OFFENSES,V1239,NOV: UNFND SIMPL ASSAUL,309
VG63F1,NOVEMBER: NUMBER OF UNFOUNDED OFFENSES,V1240,NOV: UNFOUND BURG TOTAL,309
VG63F1,NOVEMBER: NUMBER OF UNFOUNDED OFFENSES,V1241,NOV: UNFOUND FORCE ENTR,309
VG63F1,NOVEMBER: NUMBER OF UNFOUNDED OFFENSES,V1242,NOV: UNFND ENTRY-NO FOR,309
VG63F1,NOVEMBER: NUMBER OF UNFOUNDED OFFENSES,V1243,NOV: UNFND ATT BURGLARY,310
VG63F1,NOVEMBER: NUMBER OF UNFOUNDED OFFENSES,V1244,NOV: UNFOUND LARCNY TOT,310
VG63F1,NOVEMBER: NUMBER OF UNFOUNDED OFFENSES,V1245,NOV: UF TOT MTR VHC THF,310
VG63F1,NOVEMBER: NUMBER OF UNFOUNDED OFFENSES,V1246,NOV: UNFOUND AUTO THEFT,310
VG63F1,NOVEMBER: NUMBER OF UNFOUNDED OFFENSES,V1247,NOV: UF TRUCK/BUS THEFT,310
VG63F1,NOVEMBER: NUMBER OF UNFOUNDED OFFENSES,V1248,NOV: UNFND OTH VHC THEF,311
VG63F1,NOVEMBER: NUMBER OF UNFOUNDED OFFENSES,V1249,NOV: UNFOUND ALL FIELDS,311
VG64F1,NOVEMBER: NUMBER OF ACTUAL OFFENSES,V1250,NOV: ACT NUM MURDER,311
VG64F1,NOVEMBER: NUMBER OF ACTUAL OFFENSES,V1251,NOV: ACT NUM MANSLGHTR,311
VG64F1,NOVEMBER: NUMBER OF ACTUAL OFFENSES,V1252,NOV: ACT NUM RAPE TOTL,311
VG64F1,NOVEMBER: NUMBER OF ACTUAL OFFENSES,V1253,NOV: ACT NUM FORC RAPE,312
VG64F1,NOVEMBER: NUMBER OF ACTUAL OFFENSES,V1254,NOV: ACT NUM ATMPTD RAP,312
VG64F1,NOVEMBER: NUMBER OF ACTUAL OFFENSES,V1255,NOV: ACT NUM ROBBRY TOT,312
VG64F1,NOVEMBER: NUMBER OF ACTUAL OFFENSES,V1256,NOV: ACT NUM GUN ROBBER,312
VG64F1,NOVEMBER: NUMBER OF ACTUAL OFFENSES,V1257,NOV: ACT NUM KNIFE ROBR,312
VG64F1,NOVEMBER: NUMBER OF ACTUAL OFFENSES,V1258,NOV: ACT NUM OTH WPN RO,313
VG64F1,NOVEMBER: NUMBER OF ACTUAL OFFENSES,V1259,NOV: ACT NUM STR ARM RO,313
VG64F1,NOVEMBER: NUMBER OF ACTUAL OFFENSES,V1260,NOV: ACT NUM ASSLT TOTA,313
VG64F1,NOVEMBER: NUMBER OF ACTUAL OFFENSES,V1261,NOV: ACT NUM GUN ASSAUL,313
VG64F1,NOVEMBER: NUMBER OF ACTUAL OFFENSES,V1262,NOV: ACT NUM KNIFE ASSL,313
VG64F1,NOVEMBER: NUMBER OF ACTUAL OFFENSES,V1263,NOV: ACT # OTH WPN ASSL,314
VG64F1,NOVEMBER: NUMBER OF ACTUAL OFFENSES,V1264,NOV: ACT # HND/FEET ASL,314
VG64F1,NOVEMBER: NUMBER OF ACTUAL OFFENSES,V1265,NOV: ACT # SIMPLE ASSLT,314
VG64F1,NOVEMBER: NUMBER OF ACTUAL OFFENSES,V1266,NOV: ACT # BURGLARY TOT,314
VG64F1,NOVEMBER: NUMBER OF ACTUAL OFFENSES,V1267,NOV: ACT # FORCE ENTRY,314
VG64F1,NOVEMBER: NUMBER OF ACTUAL OFFENSES,V1268,NOV: ACT # ENTRY-NO FOR,314
VG64F1,NOVEMBER: NUMBER OF ACTUAL OFFENSES,V1269,NOV: ACT # ATT BURGLARY,315
VG64F1,NOVEMBER: NUMBER OF ACTUAL OFFENSES,V1270,NOV: ACT # LARCENY TOTA,315
VG64F1,NOVEMBER: NUMBER OF ACTUAL OFFENSES,V1271,NOV: ACT # VHC THEFT TO,315
VG64F1,NOVEMBER: NUMBER OF ACTUAL OFFENSES,V1272,NOV: ACT # AUTO THEFT,315
VG64F1,NOVEMBER: NUMBER OF ACTUAL OFFENSES,V1273,NOV: ACT # TRCK/BUS THF,315
VG64F1,NOVEMBER: NUMBER OF ACTUAL OFFENSES,V1274,NOV: ACT # OTH VHC THEF,316
VG64F1,NOVEMBER: NUMBER OF ACTUAL OFFENSES,V1275,NOV: ACT # ALL FIELDS,316
VG65F1,NOVEMBER: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V1276,NOV: TOT CLR MURDER,316
VG65F1,NOVEMBER: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V1277,NOV: TOT CLR MANSLGHTR,316
VG65F1,NOVEMBER: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V1278,NOV: TOT CLR RAPE TOTAL,316
VG65F1,NOVEMBER: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V1279,NOV: TOT CLR FORC RAPE,317
VG65F1,NOVEMBER: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V1280,NOV: TOT CLR ATMPTD RAP,317
VG65F1,NOVEMBER: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V1281,NOV: TOT CLR TOTL ROBER,317
VG65F1,NOVEMBER: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V1282,NOV: TOT CLR GUN ROBBER,317
VG65F1,NOVEMBER: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V1283,NOV: TOT CLR KNIFE ROBR,317
VG65F1,NOVEMBER: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V1284,NOV: TOT CLR OTH WPN RO,318
VG65F1,NOVEMBER: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V1285,NOV: TOT CLR STR ARM RO,318
VG65F1,NOVEMBER: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V1286,NOV: TOT CLR ASSLT TOTA,318
VG65F1,NOVEMBER: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V1287,NOV: TOT CLR GUN ASSAUL,318
VG65F1,NOVEMBER: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V1288,NOV: TOT CLR KNIFE ASSL,318
VG65F1,NOVEMBER: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V1289,NOV: TOT CLR OTH WPN ASL,319
VG65F1,NOVEMBER: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V1290,NOV: TOT CLR HND/FT ASL,319
VG65F1,NOVEMBER: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V1291,NOV: TOT CLR SIMPLE ASL,319
VG65F1,NOVEMBER: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V1292,NOV: TOT CLR BRGLRY TOT,319
VG65F1,NOVEMBER: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V1293,NOV: TOT CLR FORC ENTRY,319
VG65F1,NOVEMBER: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V1294,NOV: TOT CLR ENTR-NO FR,320
VG65F1,NOVEMBER: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V1295,NOV: TOT CLR ATT BURGLR,320
VG65F1,NOVEMBER: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V1296,NOV: TOT CLR LARCNY TOT,320
VG65F1,NOVEMBER: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V1297,NOV: TOT CLR VHC THFT TO,320
VG65F1,NOVEMBER: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V1298,NOV: TOT CLR AUTO THEFT,320
VG65F1,NOVEMBER: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V1299,NOV: TOT CLR TRCK/BS THF,321
VG65F1,NOVEMBER: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V1300,NOV: TOT CLR OTH VHC THF,321
VG65F1,NOVEMBER: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V1301,NOV: TOT CLR ALL FIELDS,321
VG66F1,NOVEMBER: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V1302,NOV: CLR<18 MURDER,321
VG66F1,NOVEMBER: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V1303,NOV: CLR<18 MANSLGHTR,321
VG66F1,NOVEMBER: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V1304,NOV: CLR<18 RAPE TOTAL,322
VG66F1,NOVEMBER: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V1305,NOV: CLR<18 FORCE RAPE,322
VG66F1,NOVEMBER: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V1306,NOV: CLR<18 ATTMPTD RAP,322
VG66F1,NOVEMBER: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V1307,NOV: CLR<18 ROBBERY TOT,322
VG66F1,NOVEMBER: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V1308,NOV: CLR<18 GUN ROBBERY,322
VG66F1,NOVEMBER: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V1309,NOV: CLR<18 KNIFE ROBBR,323
VG66F1,NOVEMBER: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V1310,NOV: CLR<18 OTH WPN RBR,323
VG66F1,NOVEMBER: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V1311,NOV: CLR<18 STR ARM ROB,323
VG66F1,NOVEMBER: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V1312,NOV: CLR<18 ASSLT TOTAL,323
VG66F1,NOVEMBER: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V1313,NOV: CLR<18 GUN ASSAULT,323
VG66F1,NOVEMBER: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V1314,NOV: CLR<18 KNIFE ASSLT,324
VG66F1,NOVEMBER: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V1315,NOV: CLR<18 OTH WPN ASL,324
